task,model_name,target_day,business_day,ds,hour_business,period,y_pred,y_true,age_days,day_gate
dayahead,timemixer,2026-01-27,2026-01-27,2026-01-27 07:00:00,7,1_8,327.214111328125,367.5,28,0.3275862068965517
dayahead,timemixer,2026-01-27,2026-01-27,2026-01-27 08:00:00,8,1_8,368.7178955078125,391.288,28,0.3275862068965517
dayahead,lightgbm,2026-01-27,2026-01-27,2026-01-27 18:00:00,18,17_24,415.9344673400204,427.075,28,0.3275862068965517
dayahead,timemixer,2026-01-27,2026-01-27,2026-01-27 12:00:00,12,9_16,52.604591369628906,0.0,28,0.3275862068965517
dayahead,timesfm,2026-01-27,2026-01-27,2026-01-27 10:00:00,10,9_16,271.55725,300.0,28,0.3275862068965517
dayahead,timesfm,2026-01-27,2026-01-27,2026-01-27 07:00:00,7,1_8,352.46863,367.5,28,0.3275862068965517
dayahead,timemixer,2026-01-27,2026-01-27,2026-01-27 14:00:00,14,9_16,24.774120330810547,1.0,28,0.3275862068965517
dayahead,timemixer,2026-01-27,2026-01-27,2026-01-27 15:00:00,15,9_16,90.1767120361328,158.0,28,0.3275862068965517
dayahead,timemixer,2026-01-27,2026-01-27,2026-01-27 16:00:00,16,9_16,274.8109130859375,355.0,28,0.3275862068965517
dayahead,timemixer,2026-01-27,2026-01-27,2026-01-27 17:00:00,17,17_24,369.6959838867188,435.84,28,0.3275862068965517
dayahead,timemixer,2026-01-27,2026-01-27,2026-01-27 18:00:00,18,17_24,430.48638916015625,427.075,28,0.3275862068965517
dayahead,timesfm,2026-01-27,2026-01-27,2026-01-27 05:00:00,5,1_8,338.29938,355.0,28,0.3275862068965517
dayahead,timemixer,2026-01-27,2026-01-27,2026-01-27 21:00:00,21,17_24,462.37689208984375,417.57,28,0.3275862068965517
dayahead,timemixer,2026-01-27,2026-01-27,2026-01-27 20:00:00,20,17_24,459.9952392578125,421.5,28,0.3275862068965517
dayahead,timemixer,2026-01-27,2026-01-27,2026-01-27 22:00:00,22,17_24,437.0787658691406,401.79,28,0.3275862068965517
dayahead,timemixer,2026-01-27,2026-01-27,2026-01-27 23:00:00,23,17_24,411.7271118164063,397.5,28,0.3275862068965517
dayahead,timemixer,2026-01-27,2026-01-27,2026-01-28 00:00:00,24,17_24,404.5955810546875,387.0,28,0.3275862068965517
dayahead,timesfm,2026-01-27,2026-01-27,2026-01-27 01:00:00,1,1_8,362.83292,367.5,28,0.3275862068965517
dayahead,timesfm,2026-01-27,2026-01-27,2026-01-27 02:00:00,2,1_8,354.54892,355.0,28,0.3275862068965517
dayahead,timesfm,2026-01-27,2026-01-27,2026-01-27 03:00:00,3,1_8,352.9699,368.62,28,0.3275862068965517
dayahead,timemixer,2026-01-27,2026-01-27,2026-01-27 19:00:00,19,17_24,474.7752685546875,442.91,28,0.3275862068965517
dayahead,timesfm,2026-01-27,2026-01-27,2026-01-27 06:00:00,6,1_8,346.31226,355.0,28,0.3275862068965517
dayahead,timesfm,2026-01-27,2026-01-27,2026-01-27 04:00:00,4,1_8,344.3343,374.82,28,0.3275862068965517
dayahead,timesfm,2026-01-27,2026-01-27,2026-01-27 08:00:00,8,1_8,389.70416,391.288,28,0.3275862068965517
dayahead,timesfm,2026-01-27,2026-01-27,2026-01-27 09:00:00,9,9_16,413.44406,416.25,28,0.3275862068965517
dayahead,timesfm,2026-01-27,2026-01-27,2026-01-27 11:00:00,11,9_16,180.39168,197.5,28,0.3275862068965517
dayahead,timesfm,2026-01-27,2026-01-27,2026-01-27 12:00:00,12,9_16,112.72461,0.0,28,0.3275862068965517
dayahead,timesfm,2026-01-27,2026-01-27,2026-01-27 13:00:00,13,9_16,60.096176,-23.0,28,0.3275862068965517
dayahead,timesfm,2026-01-27,2026-01-27,2026-01-28 00:00:00,24,17_24,366.39264,387.0,28,0.3275862068965517
dayahead,timesfm,2026-01-27,2026-01-27,2026-01-27 15:00:00,15,9_16,204.0487,158.0,28,0.3275862068965517
dayahead,timesfm,2026-01-27,2026-01-27,2026-01-27 16:00:00,16,9_16,360.29095,355.0,28,0.3275862068965517
dayahead,timesfm,2026-01-27,2026-01-27,2026-01-27 14:00:00,14,9_16,107.582535,1.0,28,0.3275862068965517
